year	Primary_Occupations	Main_income	Main_Ocupation	Member_ALCS	Member_ALCS_year	Member_Society	Member_Society_year	Member_WGGB	Member_WGGB_year	Member_NUJ	Member_NUJ_year	Member_ALLi	Member_ALLi_year	Member_Other	Member_Other_year	Starting_Year	Importance_Books	Importance_Newspapers	Importance_Magazines	Importance_Theatre	Importance_Audio	Importance_Digital	Importance_Other	Importance_Other_Name	Books_Fiction	Books_Travel	Books_Nonfiction	Books_Academic	Books_Professional	Books_Children	Books_NonfictionChildren	Books_Educational	Books_Games	Audio_Film	Audio_FilmDocu	Audio_TVDrama	Audio_TVDocu	Audio_Children	Audio_TVComedy	Audio_TVSoap	Audio_RadioFiction	Audio_RadioNonFiction	Audiovisuals	Broadcasting	Downloading	Online	Rental	hh_income_2021	indiv_income_2021	writing_income_2021	Earn_Publishers	Earn_SelfPublication	Earn_PublicLending	Earn_ALCS	Earn_Awards	Earn_Grants	Earn_Fellowship	Earn_Teaching	Earn_Lectures	Earn_Crowfunding	Earn_Journalist	Earn_ComResearch	Earn_Copywriter	Earn_BookEdit	Earn_Academic	Earn_Translation	Earn_Others	hh_income_2020	indiv_income_2020	writing_income_2020	Covid_Impact_Earnings	Covid_Impact_Earnings_Info	Covid_Impact_Profession	Covid_Impact_Profession_Info	agent	legal_advise	legal_advise_whom	Copyright_confidence	cowriter	Copyright_concerns	Copyright_understand	Changed_contract	Change_contract_attempt	Changed_contract_Negotiations	Negotiation_fee	Negotiation_royalty	Negotiation_licence	Negotiation_attribution	Negotiation_integrity	Negotiation_warranties	Negotiation_reversion	Negotiation_other	self_publishing	self_publishing_types	self_publishing_comments	self_publishing_paid	buyout	buyout_percentage	buyout_percentage_change	reverse_clause	reverse_clause_use	reverse_clause_furtherearnings	advance	advance_change	royalty_paid	royalty_rate_hardback	royalty_rate_paperback	royalty_rate_ebooks	royalty_ebook	royalty_ebook_change	moral_rights	moral_rights_percent	moral_rights_dispute	moral_rights_dispute_grounds	MR_dispute_grounds_addition	Contractual_changes	Contract_clauses	Negotiation_perception	gender	age_group	ethnicity	housesize	edu	Training	country	PostCode	international	Issues_Survey	previous_surveys	Prize_draw	hh_income_2018	indiv_income_2018	writing_income_2018
2018	1	1	Author	1	1998	0	.	0	.	0	.	0	.	0	.	1977	1	2	3	4	5	100		Public readings and performances (2nd highest)	1	3	1	3	3	100	100	100	100	100	100	4	100	100	100	100	3	100	1	1	100	100	100				7500		700	450				1200	1000		500														1	Yes, as a matter of course	Friends	Less confident	1	Don't know	0	1		Delivery deadlines through agent	0	0	0	0	0	0	0	1	1	Other	Emotionally and creatively worthwhile	1	0			0	0	1	1	Slightly increased	Other	0-19%	0-19%		Other	They have gone up	Yes	0%	0					Improved	Male	65-74	White	2	Masters	1	S		0				40000	17000	8000
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	2009	0	.	0	.	0	.	0	.	0	.	2009	1	100	2	100	100	100			1	100	100	100	100	2	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				186900		2500	200				400																											0	0	0	0	0	0	0	0																																			0				260000		190000
2018	0		Academic	1	2000	0	.	0	.	0	.	0	.	0	.	2000	1	100	2	100	4	3			100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	1	1	1	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Author	1	1980	1	2011	0	.	0	.	0	.	0	.	1979	6	100	100	100	100	6			100	100	100	100	100	9	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				500	120	30	9				6000							6000										0	Never		Less confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	1	Electronic publication	Hired professional designer but marketing a very difficult mountain to climb	0	0	1-9%	Decreased	0	0		0	Substantially increased	Percentage of net receipts		0-19%		Percentage of net receipts	They have gone up	Yes		0			Getting information difficult		Improved	Male	65-74	White	1	Masters	1	E		0				11000	6000	500
2018	0		Academic	0	.	0	.	0	.	0	.	0	.	0	.	2016	2	100	100	100	100	100			100	100	100	2	2	100	100	100	100	100	100	100	100	100	100	100	100	100	1	100	100	100	1																												0	Never		Moderately confident	0	No		0			0	0	0	0	0	0	0	0	1	Electronic publication		0	0						0		Other														Female	35-44	Asian	3	PhD	1	Other		1				2500	800	
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Author	1	2013	0	.	0	.	0	.	0	.	0	.	2017	100	100	100	100	100	100			100	100	100	1	1	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100							560											38000										0	Never		Very confident	0	No	1	0			0	0	0	0	0	0	0	0	0	Electronic publication		0	0	0%		1	0	0	0	No change	Other														Male	35-34	Asian	2	PhD	1	E		0		2		38000		
2018	1	1	Author	0	.	0	.	0	.	0	.	0	.	0	.	1999	1	100	100	100	100	100			1	100	100	100	100	100	100	100	100	1	100	100	100	100	100	100	100	100	1	1	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Academic	1	1990	0	.	0	.	0	.	0	.	0	.	1977	1	100	3	100	2	4			100	100	2	1	100	100	100	3	100	100	3	100	1	100	100	100	100	2	1	1	100	100	100				2000	0	2	1700	0	0	0	0	2000		0	0	0	0	45000	0	0								0	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	1	0%	Decreased	0	0	0	0	No change	Percentage of retail/publisher's price	0-19%	0-19%		Other	They have stayed the same	Yes		0					Improved	Male	75-84	White	2	Other	1	E		0		2		53000	50000	4000
2018	1	1	Author	1	1985	1	1985	0	.	0	.	0	.	0	.	1981	1	6	6	100	100	4			9	100	5	100	100	5	1	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				8340		5400	950																					1	Yes, sometimes	Professional body/union	Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	1	Electronic publication	It was very easy and enjoyable to do but made no money whatsoever.	0	1	90-100%	Increased	0	0	0	1	No change						They have gone up	Yes		0			No changes - contracts still unreasonable and non-negotiable (take it or leave it) and abysmal flat-fee (no royalty) payments i.e. as little as Â£300 flat fee per book.	Contracts routinely dump the entire legal liability for a book on the author require the author to revisit text and rewrite even when the change is solely due to a change of mind of the publisher/editor being required to repeatedly change/rewrite work as each of a series of editors and consultants demand changes.	Improved	Male	55-64	White	1	Other	1	E		0		2		14600	14600	14600
2018	0		Author	1	2016	1	2016	0	.	0	.	0	.	0	.	2016	1	100	100	100	100	2			1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				8000		2000	0	0	0	0	0	300		0	0	0	0	0	0	0								1	Yes, as a matter of course	Agent	Very confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0			0			1	No change	Other						Yes							Improved	Female	45-54	White	1	Degree	1	E		0				26000	25000	1000
2018	0		No longer writing (retired)	1	1995	0	.	0	.	0	.	0	.	0	.	1989	1	100	100	100	2	100			6	100	100	100	100	4	4	1	100	100	100	100	100	2	100	100	1	100	1	1	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Journalist	1	2007	0	.	0	.	1	1992	0	.	1	2006	2006	5	100	6	100	100	4			100	100	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				0	0	0	300	0	0	0	0	2000		16000	0	0	0	0	0	0								0	Never		Less confident	0	Yes	1	0			0	0	0	0	0	0	0	0	0			0	1	90-100%	Increased	0	0		0	Substantially increased	Percentage of net receipts	0-19%	0-19%				Yes		0			More contracts to sign even on quite minor magazine articles - it's become more formalised. And my book contract was presented to me on a 'take it or leave it' basis - my first book so I took it but now regret it.	Yes - no advance and 10% royalties	Improved	Female	45-54	White	4	Degree	1	E		0		2		34000	24000	16000
2018	1	1	Author	1	2009	1	2009	0	.	0	.	0	.	0	.	2006	1	100	100	100	100	100			100	100	100	100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	1995	1	1995	0	.	0	.	0	.	1	1998	1995	3	100	100	100	100	2		Learning materials for specialist publishers - educational packs	100	100	100	2	1	100	3	4	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				45000																								0	Yes, as a matter of course	Professional body/union	Less confident	1	Don't know	1	1		Negotiated payment of advance. Negotiated payment for cancelled contract (on advice from Society if Authors)	1	0	0	0	0	0	0	0	0			0	1	90-100%	Stayed the same	0	1	1	1	Substantially increased	Other		0-19%		Other	They have gone up	Don't know	40-59%	1	Integrity	I wasnâ€™t happy about my name being included due to the amendments made and the way the product was being used.	Further move from royalties to one-off fee basis - now almost impossible for me to get a royalty based project.	No	Improved	Female	55-64	White	2	Masters	1	E		0				90000	45000	40000
2018	1	1	Scriptwriter	1	2005	0	.	0	.	0	.	0	.	0	.	2000	6	100	100	100	1	100			100	100	100	100	100	100	100	100	100	100	9	8	100	1	3	100	100	100	1	1	3	2	4				3000		100	2000																					0	Never		Less confident	0	Don't know		0			0	0	0	0	0	0	0	0	0			0	1	90-100%	Decreased	1	0	0	1	Substantially increased	Percentage of retail/publisher's price						Yes		1	Attribution	A producer from a major production company asked me to write for her but she would receive the credit. She offered a large financial incentive which gradually decreased. When I refused to continue I was blacklisted my her and development executive.			Improved	Male	45-54	White	2	PhD	1	E		0				105000	65000	65000
2018	1	1	Author	1	2016	1	2016	0	.	0	.	0	.	0	.	2016	1	100	100	100	100	1			1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Author	1	2016	1	2012	0	.	0	.	0	.	0	.	2013	1	100	3	100	4	2			100	100	100	3	2	100	100	1	100	100	100	100	100	1	100	100	100	100	1	100	100	1	100				23000	1000																							0	Never		Moderately confident	0	No		0			1	1	0	1	0	0	0	0	1	Electronic publication		0	1	90-100%	Stayed the same	1	0	0	1	Slightly increased	Percentage of net receipts	0-19%	0-19%				Yes		1	Both attribution and integrity				Improved	Male	35-34	White	1	Masters	1	E		0				45000	45000	24000
2018	1	0	Author	1	2014	0	.	0	.	0	.	0	.	1	2009	2004	1	6	6	100	100	5			1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				700	20	65	121				600	1511					20678																					0	0	0	0	0	0	0	0																																			0				35285	23785	1411
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Scriptwriter	1	2017	0	.	0	.	0	.	0	.	0	.	2016	100	100	100	100	1	100			100	100	100	100	100	100	100	100	100	100	100	100	100	1	100	100	100	100	1	1	100	2	100																												0	Never	Friends	Less confident	0	Don't know		0			0	0	0	0	0	0	0	0	0			0	1	90-100%		1	0	0	1								No							Weakened	Male	35-44	White	1	Degree	1	E		0					975	9500
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	0			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Journalist	1	2014	1	2012	0	.	0	.	0	.	0	.	2016	3	1	2	100	100	100			100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				150	0	0	50	0	0	0	0	0		7800	0	0	0	0	0	0								0	Yes, sometimes	Other	Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0	0%		0			0		Other		0-19%		Percentage of net receipts	They have gone up	Yes		0			none	no	Not changed	Male	45-54	White	5 or more	Degree	1	Other		1				208000		8000
2018	0		Other	1	2005	0	.	0	.	0	.	0	.	1	1981	1985	2	3	1	100	100	100			100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				0	0	0	700	0	0	0	0	0								89000								0	Never		No confidence	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0						0		Percentage of retail/publisher's price						Yes		0			I have not written with a contract since1979			Male	75-84	White	2	PhD	1	E		0				98000	89000	700
2018	0		Author	1	2013	0	.	0	.	0	.	0	.	0	.	2001	1	100	100	100	100	100			100	100	2	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100							120							0	0	0	0	0	0	0								0	Never		Less confident	0	Don't know		0			0	0	0	0	0	0	0	0	0			0	0			0	0		1	No change	Other	0-19%					Yes	0%	0						Female	45-54	White	4	PhD	1	E		0				105000	22000	120
2018	1	0	Author	1	2017	0	.	0	.	0	.	0	.	0	.	1973	1	2	100	100	100	100			100	100	100	1	100	100	100	2	100	100	100	100	100	100	100	100	100	2	1	100	100	100	100				100				300										12000										0	Never		Moderately confident	0	No		0			0	0	0	0	0	0	0	0	0			0	0			1	0		0		Other	0-19%	0-19%		Percentage of net receipts		No							Not changed	Male	75-84	Asian	2	PhD	1	Other		1				10000	57000	2800
2018	0		Journalist	1	2014	0	.	0	.	0	.	0	.	0	.	2001	5	100	1	100	100	100			100	100	8	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				0	0	0	1800	0	0	0	0	0		100	0	0	0	0	0	0								0	Never		Less confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0	0%	Increased	1	0	0	0		Percentage of retail/publisher's price						Yes		0			None. I leave that to the editor!	No	Not changed	Male	55-64	White	2	Degree	1	S		0				68000	35000	1000
2018	1	0	Journalist	1	2016	0	.	0	.	0	.	0	.	1	2010	2000	2	4	1	100	100	3			100	1	2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				500		200	50							4000														0	Never		Moderately confident	0	No		0			0	0	0	0	0	0	0	0	0			0	0						1	Substantially increased	Percentage of net receipts	0-19%					Yes							Improved	Female	55-64	White	1	Degree	1	E		0				8000	8000	4000
2018	0		Author/illustrator	1	2009	0	.	0	.	0	.	0	.	0	.	1992	2	100	6	100	1	6			100	100	9	100	100	1	100	9	100	1	100	100	9	100	100	100	100	100	1	100	100	100	100				7459	7459	40	325	0	0	0	0	0		0	0	0	0	0	0	0								0	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	1	Traditional publication	Not a way to make a living.	0	0		Increased	0	1	1	1	Slightly decreased	Other	0-19%	0-19%		Percentage of net receipts	They have gone up	Yes		0			Last sale of foreign publishing rights increased.	no.	Not changed	Male	65-74	White	2	Degree	1	E		0				7459	7459	7459
2018	1	0	Author	1	1996	0	.	1	1967	0	.	0	.	0	.	1967	2	1	3	100	100	100			100	100	100	1	100	100	100	100	100	1	100	100	100	100	100	100	100	100	1	1	100	100	100				9041	0	20	676	0	0	0	0	500		4083	2400	0	0	7891	0	0								0	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	1	0%	Increased	0	0	0	1	Slightly increased	Other	0-19%	0-19%		Percentage of net receipts	They have gone up	Yes		0			none	none	Improved	Male	65-74	White	2	PhD	1	E		0				100000	20859	13000
2018	1	1	Author	1	2016	1	2016	0	.	0	.	0	.	1	2016	2014	1	100	100	100	100	1			100	100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				2833			120					702																1	Never		Very confident	0	Don't know	0	0			0	0	0	0	0	0	0	0	0			0	0			0	0		1	No change	Other	0-19%	0-19%		Other	They have gone up	Yes	0%	0					Not changed	Male	45-54	White	2	PhD	1	E		0				200000	200000	3655
2018	1	0	Author	1	2013	0	.	0	.	0	.	0	.	0	.	2014	2	100	100	100	100	1			1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				0	336	0	96	0	0	0	0	0		0	0	0	0	0	0	0								0	Never		No confidence	1	Don't know	1	1		Method of Payment changed from Cheque from Japanese Bank to International Money Transfer	0	0	0	0	0	0	0	1	1	Electronic publication		1	0			0	0	0	0	No change	Percentage of retail/publisher's price				Percentage of retail/publisher's price	They have gone up	Yes		0				100	Not changed	Other/prefer not to say	35-44	White	2	Masters	1	E		0					288	432
2018	1	1	Scriptwriter	1	2007	0	.	1	2007	0	.	0	.	1	2010	2006	100	100	100	100	1	100			100	100	100	100	100	100	100	100	100	100	100	1	100	100	100	2	100	100	1	1	4	2	3							4100																					1	Yes, as a matter of course	Agent	Less confident	1	Don't know	1	1			1	1	0	0	0	0	0	1	0			0				0	1	0	1															Not changed	Female	35-44	White	4	Masters	1	E		0				170000	70000	70000
2018	1	1	Author	1	2016	0	.	0	.	0	.	0	.	0	.	2014	2	100	100	100	100	1			1	100	100	100	100	3	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	1	2014	0	.	0	.	0	.	0	.	0	.	2005	1	100	100	100	100	100			100	100	2	100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				0	0	0	0	3000	0	0	0	0					40000											1	Yes, sometimes	Friends	Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	0			0	0		1		Percentage of retail/publisher's price						Yes		0					Not changed	Male	35-44	White	4	Masters	1	E		0				90000	45000	3000
2018	1	1	Author	1	2017	0	.	0	.	0	.	0	.	0	.	2012	6	100	100	100	100	100			9	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Academic	1	2012	0	.	0	.	0	.	0	.	0	.	2015	2	4	3	5	5	3		academic articles	100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100							3000		6000			1000																0	Yes, sometimes	Professional body/union	Less confident	1	Don't know	0	1			0	0	0	0	0	0	0	0				0	0			0	0			No change							No								Male	55-64	White	2	PhD	1	E		0						
2018	0		Author	1	2017	0	.	0	.	0	.	0	.	0	.	2017	1	100	2	100	100	100			100	100	100	100	1	2	2	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Author	1	2015	1	2015	0	.	0	.	0	.	0	.	2015	1	100	100	100	3	3			100	100	100	100	100	1	1	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	0		Author	0	.	0	.	0	.	0	.	0	.	0	.	2011	1	100	100	100	100	1			1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100					15000																							0	Never		Moderately confident	0	Don't know		0			0	0	0	0	0	0	0	0	0			0	0			0	0		0		Percentage of net receipts				Percentage of net receipts		Yes		0					Improved	Female	65-74	White	1	Secondary school	1	E		0				8000	8000	
2018	1	0	Other	1	2009	0	.	0	.	0	.	0	.	0	.	2000	5	3	3	100	100	6		Copywriting and consultancy = 1	100	100	100	100	100	1	2	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				0	0	25	40	0	0	0	0	0		300	0	1000	0	0	0	700								0	Never		Moderately confident	1	Don't know	0	1		pay!	1	0	0	0	0	0	0	0	0			0	1	90-100%	Increased	0			1		Percentage of net receipts		0-19%		Percentage of net receipts		Don't know	90-100%	0					Weakened	Female	35-44	White	5 or more	Other	1	E		0				90000		2000
2018	1	0	Journalist	1	2000	0	.	0	.	1	1968	0	.	0	.	1968	2	1	3	100	100	100			100	100	2	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				15000		50	200							0	0	0	0	0	0	0								0	Yes, sometimes	Lawyer	Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	0			0	1	40-59%	Increased	1	0	0	1	No change	Percentage of net receipts	0-19%	0-19%		Other	They have gone up	Don't know	40-59%	0				No	Improved	Male	65-74	White	2	Degree	1	E		0				120000	100000	16000
2018	1			0	.	0	.	0	.	0	.	0	.	0	.																																																																						0	0	0	0	0	0	0	0																																			0						
2018	1	0	Author	1	2003	1	2015	0	.	0	.	0	.	0	.	1992	1	100	100	100	100	100			100	100	100	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100																																						0	0	0	0	0	0	0	0																																			0						
2018	1	1	Author	0	.	0	.	0	.	0	.	0	.	0	.	1967	2	5	1	100	3	4			2	100	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	0	100	100	100	100				2227	0	0	5699							2000	0	0	0	0	0	0								0	Never		Less confident	0	Don't know	1	0			0	0	0	0	0	0	0	0	1	Other	Undertaken for a charity funded by grant including editorial fees.	0	0	0%	Increased	0	1	1	1	Substantially increased	Other	0-19%	0-19%		Other	They have gone up	Yes		0			Had to accept 2 contracts which lacked usual rights such as reversion approval of copyediting changes etc;  accepted a contract paying on net receipts rather than jacket price before finding that the figures could not then be checked.	See above.	Improved	Male	65-74	White	2	Other	1	S		0				8540	8540	8540
